chandler_dialogue,dialogues_since_last_chandler,intervening_dialogues
"Ross, a sports car? Wouldnt it have been cheaper to just stuff a sock down there?",10,"['Rachel: There you go!', 'Phoebe: I did it! One mile on a hippity-hop! Thats it!! Thats everything I wanted to do before I was thirty. Oh, except I wanted to patch things up with my sister. But oh well. Yay!! (They all cheer again.) And-and girls this thing is a Godsend if you know what I mean. (Rachel and Monica look intrigued and as they all head into Central Perk, Rachel picks up the hippity-hop that Phoebe left behind.)', ""[Scene: Joey and Rachel's, continued from earlier.]"", 'Rachel: Thirty. Ugh, I mean thirty! Monica, do you remember mean, old Mrs. Kreeger in the fifth grade? She was thirty!', 'Tag: Come on, lets have some fun. Huh? (To Rachel) What do you want to do today?', 'Rachel: Nothing. I dont want to do anything.', 'Monica: Well, doing nothing on your thirtieth is better than doing something stupid, like Ross.', 'Ross: Hey! That was a practical purchase! I needed that car for transportation! Okay? I-I have a child!', '[Flashback to: A street, Ross is sitting in his newly purchased MGB. Which is one of the better British sports cars ever made. Of course, better is a relative term. Which reminds me of a joke. Why dont the British make computers? Because they couldnt figure out how to make them leak oil. Anyway, the gang is all staring at his new purchase.]', 'Ross: How hot do I look in this, huh?!']"
(To Joey) Would you put that back on?! Monicas gonna be here any minute!,10,"[""[Scene: Joey and Rachel's, Phoebe is pouring Rachel some coffee.]"", 'Rachel: Yknow what? I am going to do something today. Im not just gonna sit around like some old lady. Im gonna get something pierced. Like my uh, like my nose or my tongue or something.', 'Phoebe: Really?! Cause yknow that hurts.', 'Rachel: So what?! Yknow what? The way I see it(Phoebe pulls out a hair from the back of her head)Ow! Son of a bitch!!', 'Tag: Look Rachel, I know what youre going through. Im totally freaked about turning 25.', 'Rachel: (glares at him) Get out, get out of my apartment.', 'Monica: All right Rach, for what its worth, I think that youre doing great. I mean yknow lets face it, no one handles this well.', 'Phoebe: Least of all you.', 'Tag: Why? What youd do?', 'Monica: Werent you asked to leave sonny?']"
"(frustrated) Okay, for the last time. Its not named for each individual man.",1,['Joey: But it hurts my Joeys Apple.']
"Oh well, not as lovely as you. I mean, I cant believe that you would have a thirty-year-old daughter! (To Mr. Geller) And you! I cant believe that you would have a tux thats thirty years old! (Puts his hand on Mr. Gellers shoulder.)",1,['Mrs. Geller: (To Chandler) Youve done a wonderful job with this party Chandler. Everything looks so lovely.']
Ohh! (He quickly removes his hand and looks at it.),1,['Mr. Geller: Its older than that. Ross was actually conceived right near this tuxedo.']
"Okay! Okay! Everybody down! Everybody down! (Rachel turns off the lights and everyone crouches. As everyone crouches, a ripping noise erupts from the assemblage.)",1,['Rachel: (entering) Hey! Everybody hide! Hide! I saw her! Shes coming!']
"(getting up to investigate) Okay, everybody stay here. I will find out whats going on.",1,['Mr. Geller: Crap.']
Hey-hey are you drunk?,1,['Monica: Heyyy!! You got the door open!! (Giggles.)']
"Okay, here is the thing. We have thrown a very formal surprise party for you in there! All of your friends are in there and your parents!",1,"['Monica: Nooo! (Giggles) Okay. (She tries to pull herself up by Rachel and Joeys doorknob, but the door opens and she almost falls into the their apartment. She manages to catch herself.) Whoa! (Stands up, unsteadily) Okay. See I was, I was a little nervous about turning (whispering) thirty. (Giggles.) So the bus boys took me out for some drinks. (Pause) I wanna puke on you later!']"
Yes!,1,['Monica: Noo!!!']
Yes!!,1,['Monica: Noo!!']
"Okay, heres the thing. Were gonna get you some coffee and they will never know that youre drunk.",1,['Monica: Oh no! My parents have never seen me drunk! (Pause) That they know of.']
"Yeah, Ill take care of it.",1,['Monica: Really?! You promise?']
(laughing) Okay we have to do something about your breath.,1,['Monica: Okay. I love you so much. (Kisses him.)']
"Thats still yours. Okay, now remember its a surprise party. So, when you go in, act surprised.",1,['Monica: What about your breath?! (Breathes on him.)']
Okay.,1,['Monica: Okay. I can do that.']
"Okay before we start the celebration, Monica has to go put on her party dress.",10,"['Ursula: Yeah.', 'Phoebe: I just lost a whole year of my life.', 'Ursula: (sarcastic) Okay.', 'Phoebe: Your middle name is Pamela?', 'Ursula: Yes.', 'Phoebe: Well, I never knew mine. Do you remember what it is?', 'Ursula: Yes! Phoebe.', 'Phoebe: Thats my first name.', 'Ursula: Right, okay, then no.', '[Scene: Monicas birthday, its just after the surprise.]']"
"See? (Does his laugh.) Here we go. (Starts walking her to their room, and has to pass in front of Mr. Geller whos sitting at the table and Mrs. Geller whos standing next to him.)",1,['Monica: Yay!']
(correcting her) Phil.,3,"['Mr. Geller: Happy birthday, sweetie! Give us a hug! (Starts to get up.)', 'Mrs. Geller: (stopping him) Dont get up Jack! The safety pins are about to blow.', 'Monica: (sees someone) Paul!']"
"Now, there is a dress laid out on your bed. (Monica stumbles on the steps.) Okay, (catches her) youre doing great. Youre doing great. Youre doing fine.",1,['Monica: Phil!']
Monicas a little drunk.,1,"['Phoebe: Hey, whats going on?']"
(To Monica) Go change! (To Phoebe) She doesnt want her parents to know shes drunk.,2,"['Phoebe: Yay! I love drunk Monica!', 'Monica: Awwwww (Giggles.)']"
Monicas wasted.,2,"['Phoebe: Ohh! All right! All right. Heres what well do, Ill get twice as drunk as Monica and then no ones will even notice her.', 'Rachel: Whats-whats going on? Phils really pissed!']"
"(To Rachel) Okay, will you just go help her change please!",1,['Ross: Maybe that will liven up this party.']
"Okay, open ours next. Open ours next!",9,"['Rachel: Okay, but taking care of a drunk, naked woman seems like a job for Joey.', 'Joey: Yep. (Starts for Monicas room, but Chandler stops him.)', '[Scene: Rachels birthday, everyone is presenting their presents to Rachel.]', 'Tag: (handing his to her) This ones from me.', 'Rachel: Ahh!', 'Tag: It wasnt on your list, but hopefully youll think its really fun.', 'Rachel: (opening it) A scooter! (Shes not happy.)', 'Ross: (to Tag) Stick to the list. Always stick to the list.', 'Rachel: No! No-no, I love it. Thank you. (Kisses him.)']"
"For my last birthday you gave me a hug! (To Rachel) Okay, read the card! Read the card!",2,"['Rachel: Okay.', 'Joey: Now that youre a couple, we dont get two presents from you guys?']"
No-no-no-no! That was the joke!,1,"['Rachel: Okay. (Opens the card and reads it.) Happy birthday Grandma! Its better to be over the hill (starting to cry) then buried under it. (Breaks down as everyone glares at them.) All our love Monica and Chandler. (Crying) Thats funny, yeah!']"
"No, because youre not a grandmother!",1,"['Rachel: (crying) No, I know! I get it! Its funny!']"
(to a waiter) Oh thats great! Right there! Can we get some of that over here please? (The waiter comes over) There we go.,10,"['Phoebe: If you could do that, Id marry the hippity-hop.', 'Rachel: So, if I wanna have my kid when Im 35, I dont have to get pregnant until Im 34. Which gives Prada four years to start making maternity clothes! Oh wait, but I do want to be married for a year before I get pregnant', 'Monica: Really! That long?! (Chandler slowly turns and looks at her.) (To Chandler) Look all you want, its happening!', 'Rachel: No, so I dont have to get married until Im 33! Thats three years, thats three whole yearsOh, wait a minute though. Ill need a year and a half to plan the wedding, and Id like to know the guy for a year, year and a half before we get engaged Which means I need to meet the guy by the time Im thirty.', 'Ross: Which is fine! Because you just turned(Removes two candles from the cake)twenty-eight!', 'Rachel: No! Ross, no! It is not fine! Eh-eh-according to my plan I should already be with the guy I wanna marry!', 'Joey: Will you quit hoggin it!', '[Scene: Monicas birthday, Monica is now dressed and is being helped out by Chandler and Rachel.]', 'Rachel: (To Chandler) Im telling you its like watching Bambi learn how to walk.', 'Ross: (To Monica) Youre drunk! Mom and dad are gonna be maaaaadd! Maybe Im a little drunk.']"
(To Monica) How are you feeling?,1,['Joey: (to the waiter) Hey! Are those crab cakes? (The waiter nods) Did I not tell ya to come straight to me when more crab cakes were ready?']
"(To Monica) Now all you have to do is just get through a little bit more, okay? Then we can put you in bed, okay? Just smile and dont talk to anyone.",2,"['Monica: You are so handsome! I wanna make love to you right here, right now! (Growls and pulls him into a kiss.)', 'Ross: I really wish that you wouldnt.']"
Pheebs!!,1,['Phoebe: (clinking two glasses together) Speech! Speech! Lets hear from the birthday girl! Huh?']
I think its necessary. (Backs away anyhow.),6,"['Phoebe: Dont you see? Everyones looking at me! The plans working! I didnt even have to take off my top yet!', 'Mrs. Geller: Speech! Come on Monica!', 'Ross: Come on!', 'All: Come on! Speech!', 'Mr. Geller: (filming this) Hey Chandler, you cant keep your hands off her for one second!', 'Mrs. Geller: Oh-ho, I think its nice.']"
What?,10,"['Phoebe: Will it? Will it?! I mean, how would you feel if you found out you were 31?', 'Joey: Thats not gonna happen. No. (Looks up) Because we have a new deal!', 'Phoebe: Plus, it totally ruined my schedule! II havent done any of the things I wanted to do by the time I was 31!', 'Joey: Like what?', 'Phoebe: Like okay I-I-I, I havent met any Portuguese people! I, I havent had the perfect kiss! And I havent been to snipers school!', 'Monica: Phoebe, yknow why dont we just go upstairs and have some birthday cake?', 'Phoebe: No, I just feel like being by myself for a while. All right? Ill see you guys later. Thanks. (Gets up and exits.)', 'Rachel: Hey. (After she leaves.) Oh, poor Pheebs.', 'Joey: Hey, yknow what you guys? I think Im gonna go walk her home. (Gets up and runs out.)', 'Monica: Oh man!']"
"Okay, here we go.",9,"['Monica: Hes gonna eat the cake!', 'Joey: Pheebs! Wait up! (She stops.) Listen uh, close your eyes. (She does so and Joey passionately kisses her.) Maybe thats one thing you can cross off your list.', 'Phoebe: Oh yeah.', 'Joey: Oh, and plus Im 1/16th Portuguese.', 'Phoebe: Oh! (Phoebe walks away smiling.)', '[Scene: Rosss birthday, his car is still trapped in its spot. Now Joey, Phoebe, and Ross are at the front of the car with Monica, Rachel, and Chandler at the rear of the car.]', 'Ross: Okay, is everybody clear? Were gonna pick it upand move it. Now all we need is teamwork, okay? Were gonna lift the carand slide it out. Lift and slide!', 'Rachel: Ross, I really dont think', 'Ross: (interrupting her) Lift!! And slide!']"
Hey! Howd it go?,10,"['Tag: Whats up?', 'Rachel: Ohh Tag, ummyoure such a great guy and we have sooo much fun together but I dont-I dont', 'Tag: Wait! I think I see where youre going, but before you say anything else, can I just say one more thing? (Kisses her.)', 'Rachel: Well said. And a uh good example of the fun I was referring to uhh, but I just think Im past the point where I think I can yknow, just have fun.', 'Tag: Rachel, dont do this. This is just because youre turning thirty.', 'Rachel: Yeah, it is! But youre just a kid! I mean youre 25!', 'Tag: Twenty-four actually.', 'Rachel: Oh God! Yknow what I wish? I wish you were six years older. Well actually, if Im wishin for stuff, I actually wish I was six years younger.', 'Tag: Me too.', 'Rachel: Yeah, Im sorry. (They hug.)']"
"Well, here we are, just a bunch of thirty year olds.",3,"['Rachel: Oh, if I only want two kids, can I keep him for another year?', 'Phoebe: You did the right thing.', 'Joey: (entering, limping, and holding his arm) I dont like this anymore. (He sits down with them in pain.)']"
(To Ross) Monica said wedding.,10,"['The Man In The Sportscar: How hot are we? (He drives off.)', 'Ross: You wanna buy a car?', 'Joey: No.', '{Transcribers Note: There was no credits scene with this episode.}', 'Teleplay by: Andrew Reich & Ted Cohen Story by: Sherry Bilsing & Ellen Plummer Transcribed by: Eric Aasen', ""[Scene: Monica and Chandler's, Monica, Chandler, Ross, and Rachel are sitting around the table.]"", 'Monica: Im glad youre here, we have a couple of things to ask you about the wedding ceremony.', 'Rachel: (starting to cry) Ohh', 'Ross: Whats the matter? You okay?', 'Rachel: Yeah, its just yknow']"
